100,0.316647201,0.654117751,0.702381376,0.83584186,0.727756934,0.748427816,0.679079897,0.391642981,0.477397711,0.615932388,0.759251194,0.777546768,0.847987946,0.807849385,0.399914173,0.69891143,0.752331313,0.703649594,0.592742983,0.432039709,0.421942848,0.515083764,0.332670053,0.37184055,0,0.72280921,0.550617352,1
200,0,0.459935945,0.730447938,0.644020296,0.343125471,0.637801559,0.454349882,0.034892141,0.283130615,0.554898402,1,0.752818843,0.746326659,0.673090372,0.247358321,0.602790076,0.475362369,0.898761871,0.408425258,0.115925721,0.210607787,0.354012391,0.258342065,0.291410762,0.109744909,0.908284138,0.557947527,0.851826003
300,0,0.302142609,0.850147651,0.51081501,0.316206245,0.501127896,0.428856964,0.218554567,0.420990561,0.476693088,1,0.753034973,0.791518261,0.693731213,0.236805475,0.521457613,0.492948606,0.933670739,0.448351347,0.283703323,0.333478201,0.319817902,0.422062972,0.420022234,0.192684287,0.925960362,0.554877144,0.756053802
400,0,0.351620754,0.835426777,0.525887039,0.328099967,0.467337561,0.427737255,0.289737717,0.477437534,0.468663739,1,0.795677172,0.779166041,0.651359621,0.35966047,0.507819384,0.437439607,0.960527667,0.490912327,0.40269198,0.298671438,0.475279796,0.43688987,0.422836846,0.280114073,0.909281215,0.498771042,0.709855154
500,0,0.430031813,0.922691937,0.588437906,0.466259562,0.526882456,0.501890738,0.390247594,0.489271707,0.522313834,1,0.809339221,0.806974655,0.714219683,0.418890715,0.524833315,0.47634364,0.945390967,0.516776873,0.43079961,0.351166001,0.508295451,0.503113203,0.467714077,0.334338887,0.949441628,0.458582485,0.622541192
600,0,0.438266443,0.968393003,0.649787847,0.521941101,0.548140081,0.523280352,0.402831299,0.491647499,0.639051456,0.979107393,0.829705845,0.829056254,0.740265596,0.353381029,0.451399885,0.426367658,1,0.570409374,0.473839695,0.323187889,0.56109114,0.427501326,0.412825334,0.313170948,0.980828077,0.496176879,0.666806919
700,0,0.487711656,1,0.708170955,0.536123582,0.561349724,0.53148145,0.426749202,0.452119134,0.619399488,0.999107789,0.808805409,0.744749375,0.726943024,0.407080182,0.497409558,0.493111796,0.984051629,0.543095625,0.514040037,0.365613167,0.541745547,0.404194074,0.407431749,0.32211995,0.972536849,0.502047601,0.659424947
800,0,0.472836487,1,0.716709973,0.558657542,0.58360759,0.461031377,0.351290203,0.406414255,0.586253431,0.955349621,0.769921543,0.709203297,0.723951415,0.37443314,0.447981674,0.491078066,0.962758274,0.544242127,0.510763367,0.307760544,0.572541408,0.370263514,0.353913393,0.319722902,0.93166949,0.491389349,0.613689945
900,0,0.465751189,1,0.653475378,0.475953513,0.557076626,0.438124068,0.352565942,0.410069994,0.57220034,0.955938593,0.692543619,0.648582896,0.671757133,0.342705325,0.38647426,0.472589363,0.933922818,0.495081065,0.456672839,0.306279468,0.561072533,0.367571934,0.34340588,0.340747203,0.943311068,0.47721924,0.595068706
1000,0,0.455709834,1,0.658882492,0.536982601,0.570653572,0.485695084,0.388220217,0.418950683,0.594362184,0.934709371,0.686056891,0.675834356,0.667145717,0.351226165,0.378257572,0.431737619,0.919955899,0.540371574,0.489497313,0.350113701,0.560748666,0.370053862,0.38247345,0.356988427,0.920414738,0.493667873,0.585469767
1100,0,0.474998139,1,0.739852168,0.570728059,0.622305943,0.54609629,0.444238683,0.463944347,0.628101269,0.936125166,0.698257262,0.709126604,0.698974227,0.38945084,0.411725347,0.470104497,0.942407913,0.558415577,0.553141933,0.410247728,0.58496886,0.38930747,0.37026246,0.37069507,0.900372574,0.518422583,0.614016332
1200,0,0.487771571,1,0.732527541,0.621121769,0.637277646,0.573575382,0.516293986,0.478842783,0.615721373,0.95864429,0.703938592,0.702066103,0.69228532,0.41153579,0.448065538,0.479302357,0.96068011,0.551302782,0.547292584,0.450563022,0.57292999,0.398857268,0.385479577,0.356877497,0.911572943,0.518914129,0.613177669
1300,0,0.517247034,1,0.715243015,0.664339911,0.666919593,0.57251651,0.507809701,0.498454096,0.662490606,0.959892181,0.695080555,0.690615933,0.692488961,0.415770222,0.468512804,0.470294966,0.969230188,0.55265701,0.573870645,0.456236333,0.57839798,0.402181883,0.378234073,0.340238916,0.94440647,0.510387377,0.60866802
1400,0,0.531316465,1,0.729018345,0.684962397,0.682686515,0.566643645,0.558560374,0.490999441,0.662411326,0.975239884,0.69958993,0.701472565,0.715821713,0.420281762,0.492349494,0.48146547,0.964808437,0.549460432,0.593901626,0.498773111,0.57614134,0.400977602,0.395342332,0.345364834,0.968767663,0.550943947,0.638295877
