0.3883,100,0,0,True,0,0,()
0.3802,100,0,0,True,0,0,,('Brown',, 'Light Blue'),
0.3648,100,0,0,True,0,0,,('Pink',, 'Orange'),
0.3635,100,0,0,True,0,0,,('Red',, 'Yellow'),
0.3902,100,0,0,True,0,0,,('Green',, 'Dark Blue'),
0.3733,100,0,0,True,0,1,()
0.3792,100,0,0,True,0,1,,('Brown',, 'Light Blue'),
0.3617,100,0,0,True,0,1,,('Pink',, 'Orange'),
0.3748,100,0,0,True,0,1,,('Red',, 'Yellow'),
0.3949,100,0,0,True,0,1,,('Green',, 'Dark Blue'),
0.3851,100,0,0,True,0,2,()
0.385,100,0,0,True,0,2,,('Brown',, 'Light Blue'),
0.3674,100,0,0,True,0,2,,('Pink',, 'Orange'),
0.3538,100,0,0,True,0,2,,('Red',, 'Yellow'),
0.3981,100,0,0,True,0,2,,('Green',, 'Dark Blue'),
0.3848,100,0,0,True,1,0,()
0.3837,100,0,0,True,1,0,,('Brown',, 'Light Blue'),
0.3712,100,0,0,True,1,0,,('Pink',, 'Orange'),
0.367,100,0,0,True,1,0,,('Red',, 'Yellow'),
0.3872,100,0,0,True,1,0,,('Green',, 'Dark Blue'),
0.3853,100,0,0,True,1,1,()
0.3848,100,0,0,True,1,1,,('Brown',, 'Light Blue'),
0.3709,100,0,0,True,1,1,,('Pink',, 'Orange'),
0.3639,100,0,0,True,1,1,,('Red',, 'Yellow'),
0.3961,100,0,0,True,1,1,,('Green',, 'Dark Blue'),
0.3901,100,0,0,True,1,2,()
0.3895,100,0,0,True,1,2,,('Brown',, 'Light Blue'),
0.3654,100,0,0,True,1,2,,('Pink',, 'Orange'),
0.3669,100,0,0,True,1,2,,('Red',, 'Yellow'),
0.3933,100,0,0,True,1,2,,('Green',, 'Dark Blue'),
0.3604,100,0,0,True,2,0,()
0.3601,100,0,0,True,2,0,,('Brown',, 'Light Blue'),
0.3511,100,0,0,True,2,0,,('Pink',, 'Orange'),
0.3538,100,0,0,True,2,0,,('Red',, 'Yellow'),
0.3657,100,0,0,True,2,0,,('Green',, 'Dark Blue'),
0.3557,100,0,0,True,2,1,()
0.3635,100,0,0,True,2,1,,('Brown',, 'Light Blue'),
0.3504,100,0,0,True,2,1,,('Pink',, 'Orange'),
0.3513,100,0,0,True,2,1,,('Red',, 'Yellow'),
0.372,100,0,0,True,2,1,,('Green',, 'Dark Blue'),
0.3529,100,0,0,True,2,2,()
